RAh,RAm,RAs,DE-,DEd,DEm,ESO,ID,GLON,GLAT,X,Y,MajAxis,u_MajAxis,MinAxis,u_MinAxis,PA,u_PA,MType,Class,Desc,FlagN,FlagM,FlagRC,FlagV,FlagA,Bmag,e_Bmag,apBmag,r_Bmag,B-V,U-B,r_B-V,RV,e_RV,r_RV
0,10,48,-,26,52.3,472-IG  21,--,34.37,-81.49,122.9,-99.3,10,:,5,:,108,:,--,Double system,Distorted,*,--,--,--,--,--,--,--,--,--,--,--,--,--,--
0,10,52,-,49,38.4,193- G  37,--,318.66,-66.59,92.9,17.6,10,:,3,--,89,--,-2,SO,P w G 36,--,--,--,--,--,--,--,--,--,--,--,--,16400,250,2C
0,11,13,-,41,52.1,293- G  46,--,328.65,-73.6,111.1,-98.8,11,--,7,--,53,:,1,SBa,Comp 2.0 sp,--,--,--,--,--,14.8,0.3,--,80,--,--,--,--,--,--
0,11,20,-,45,3.9,241-IG  24,--,323.58,-70.8,107.4,-5.7,4,:,4,:,--,:,--,Double system,Contact,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
0,11,25,-,35,40.4,349- G  40,--,344.69,-78.5,124.4,-31.3,10,--,3,--,13,--,1,Sa,In cluster,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
0,11,27,-,30,59.3,409- G  28,MCG-5-1-44,7.1,-81.06,126.8,-46.0,10,--,8,--,--,:,4,Sb-c,--,--,1,--,--,--,--,--,--,--,--,--,--,--,--,--
0,11,29,-,45,22.7,241- G  25,--,323.09,-70.53,108.3,-22.4,2,--,2,--,--,:,--,N,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
0,11,30,-,31,40.6,410- G   1,--,3.07,-80.8,-127.7,-87.3,10,--,5,--,163,--,5,S...,vF env? In cl,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
0,11,31,-,23,27.7,473- G   1,N 45,55.88,-80.67,-127.1,88.7,110,:,80,:,142,--,8,Sd,F,--,1,2,--,--,11.2,0.06,--,77,0.7,-0.01,--,463,3,3
0,11,32,-,19,56.4,539- G   2,MCG-3-1-22,72.05,-78.64,-116.1,7.6,11,--,9,--,--,:,3,Sb,In cluster,--,1,--,--,--,--,--,--,--,--,--,--,--,--,--
0,11,34,-,44,57.6,241- G  26,--,323.6,-70.92,109.9,-0.1,2,--,2,--,--,:,--,Compact,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
0,11,35,-,48,5.4,193- G  38,--,319.9,-68.07,102.2,100.0,11,--,5,--,62,--,3,Sb,--,--,--,--,--,--,15.1,0.3,--,80,--,--,--,--,--,--
0,11,36,-,70,18.0,50- G   6,--,307.59,-46.77,51.7,-12.1,20,:,20,:,--,:,6,Sc,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
0,11,41,-,31,9.3,410-IG   2,--,5.99,-81.04,-126.4,-59.5,4,--,3,--,--,:,--,...,Peculiar,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
0,11,49,-,62,0.7,111- G  19,--,310.57,-54.84,75.6,-109.3,10,:,7,:,--,:,--,Dwarf Irr,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
0,11,54,-,19,57.9,539- G   3,MCG-3-1-23,72.25,-78.72,-111.5,6.3,11,--,1,--,27,--,3,Sb:,In cluster,--,1,--,--,--,--,--,--,--,--,--,--,--,--,--
0,11,57,-,38,29.1,293-IG  47,--,335.61,-76.48,124.1,81.2,20,:,6,:,165,:,--,3 E/SO,"Connected, linear",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
0,11,58,-,47,50.8,193- G  39,--,319.99,-68.32,106.1,112.9,13,:,3,--,177,--,--,Dwarf spiral,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
0,12,1,-,55,39.2,149- G  23,--,313.76,-60.97,90.7,-38.1,10,--,2,--,81,--,6,Sc,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
0,12,9,-,39,53.6,293-IG  48,--,332.07,-75.36,123.8,6.1,19,:,7,:,12,:,--,S...,In group,*,--,--,--,--,15.29,--,32,7,--,--,--,--,--,--
0,12,9,-,83,20.3,2- G   5,--,304.28,-33.97,19.0,90.3,12,--,11,--,--,:,6,Sc,In cluster,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
0,12,10,-,37,56.0,293- G  49,--,336.95,-76.94,127.2,110.5,12,--,7,--,60,--,1,Sa,--,--,--,--,--,--,14.2,0.5,--,80,--,--,--,--,--,--
0,12,15,-,60,36.4,111- G  20,N 53,311.1,-56.21,81.5,-34.6,25,--,17,--,160,:,3,SBb,--,--,--,--,--,--,--,--,--,--,--,--,--,4547,59,6
0,12,21,-,56,9.6,149- G  24,--,313.38,-60.5,92.0,-65.1,12,--,2,--,113,--,6,Sc,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
0,12,23,-,24,22.1,473- G   2,MCG-4-1-22,51.17,-81.23,-115.6,40.6,11,--,11,--,--,:,1,Sa,In cluster,--,1,--,--,--,--,--,--,--,--,--,--,--,--,--
0,12,29,-,33,11.4,350- G   1,--,354.46,-80.23,-124.7,106.4,10,--,8,--,9,--,3,Sb,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
0,12,31,-,28,50.9,410- G   3,MCG-5-1-45,20.66,-81.83,-119.4,63.7,12,:,6,--,86,--,3,Sb:,S comp 0.7 f,--,1,--,--,--,--,--,--,--,--,--,--,--,--,--
0,12,32,-,43,34.2,241- G  27,--,325.1,-72.24,121.7,73.6,4,--,3,--,107,--,--,...,"Pec, B, many S comps",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
0,12,33,-,34,20.9,350- G   2,--,349.11,-79.55,-122.2,44.7,10,--,4,--,160,--,3,Sb:,In cluster,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
0,12,34,-,24,58.2,473- G   3,MCG-4-1-23,47.51,-81.47,-112.9,8.5,10,--,6,--,129,--,3,Sb,--,*,1,--,--,--,--,--,--,--,--,--,--,--,--,--
0,12,35,-,29,29.3,410- G   4,MCG-5-1-46,16.23,-81.73,-117.9,29.6,15,--,6,--,13,--,3,Sb,--,--,1,--,--,--,--,--,--,--,--,--,--,--,--,--
0,12,35,-,35,25.3,350-IG   3,--,344.79,-78.84,-120.2,-12.6,10,:,6,:,0,--,--,S...,Bridge to S comp 0.6 n,*,--,--,--,--,15.69,--,62,99,--,--,--,7976,16,73
0,12,36,-,24,19.3,473- G   4,MCG-4-1-25,51.57,-81.25,-113.1,43.0,13,--,6,--,152,--,1,Sa,In cluster,--,1,--,--,--,--,--,--,--,--,--,--,--,--,--
0,12,38,-,39,29.9,293- G  50,N 55,332.67,-75.74,130.0,27.0,370,:,100,:,108,--,10,Irr,--,--,--,2,--,--,8.22,--,--,3,--,--,--,125,6,1E
0,12,39,-,24,9.6,473- G   5,--,52.57,-81.2,-112.6,51.7,15,:,10,:,37,--,5,S...,"B star 0.5 sp, in cl",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
0,12,41,-,44,3.7,241- G  28,--,324.3,-71.81,122.1,47.3,11,--,2,--,73,--,3,Sb:,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
0,12,45,-,61,21.2,111-IG  21,--,310.66,-55.51,83.0,-74.5,3,:,2,:,--,:,--,Quadruple group,Interaction?,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
0,12,50,-,57,31.3,111- G  22,--,312.49,-59.21,92.2,129.5,19,--,11,--,8,--,3,Sb,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
0,12,51,-,24,20.2,473- G   6,MCG-4-1-27,51.62,-81.31,-110.1,42.3,7,--,3,--,17,--,--,...,"B, in cl",--,1,--,--,--,--,--,--,--,--,--,--,--,--,--
0,12,53,-,21,43.3,539- G   4,MCG-4-1-26,65.71,-80.02,-97.8,-87.2,33,:,15,:,127,--,-2,SO,--,--,1,--,--,--,--,--,--,--,--,--,--,--,--,--
0,12,55,-,48,37.1,193-IG  40,--,318.83,-67.66,112.9,71.4,4,--,4,--,--,:,--,S(r)....,In cluster,*,--,--,--,--,--,--,--,--,--,--,--,--,--,--
0,12,56,-,59,15.7,111- G  23,--,311.58,-57.53,88.9,36.8,10,--,6,--,155,:,-2,SO,--,--,--,--,--,--,15.0,0.3,--,80,--,--,--,--,--,--
0,13,0,-,32,27.6,410- G   5,--,357.84,-80.71,-109.9,-128.7,17,:,14,:,54,:,--,Dwarf,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
0,13,8,-,64,22.8,78- G  20,--,309.37,-52.58,75.8,46.1,10,:,2,--,126,--,3,Sb:,L of 3,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
0,13,12,-,73,9.7,28- G  11,--,306.59,-43.99,52.1,97.5,10,--,1,--,30,--,1,Sa:,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
0,13,13,-,33,18.5,350- G   4,--,353.37,-80.29,-116.4,100.3,10,--,7,--,16,--,1,Sa:,Interacting w S comp 1.4p,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
0,13,17,-,39,32.1,294- G   1,"I 1537, in N 55",332.16,-75.78,-131.0,26.0,--,--,--,--,--,:,--,...,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
0,13,33,-,56,21.3,149-IG  25,--,312.94,-60.36,100.5,-75.9,9,--,3,--,75,--,--,S...,"Distorted, in group",*,--,--,--,--,--,--,--,--,--,--,--,--,--,--
0,13,34,-,24,0.6,473- G   7,--,54.04,-81.33,-101.6,59.9,11,--,4,--,116,--,5,S...,In cluster,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
0,13,35,-,55,3.9,149-IG  26,--,313.68,-61.6,104.0,-7.3,7,--,3,--,7,:,--,S...,"Disturbed, 2nd of 3",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
0,13,45,-,87,16.3,2- G   6,--,303.48,-30.1,9.0,-119.2,14,--,4,--,19,--,-2,SO,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
0,13,46,-,34,47.2,350- G   5,--,346.4,-79.45,-108.3,21.7,11,--,1,--,140,--,6,Sc,In cluster,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
0,13,48,-,56,15.7,149-IG  27,--,312.92,-60.46,102.6,-71.1,11,:,7,:,--,:,--,S...+E,Interaction,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
0,13,56,-,82,36.8,2- G   7,--,304.37,-34.69,24.1,128.7,10,--,2,--,175,--,5,S...,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
0,14,1,-,34,11.0,350- G   6,--,348.75,-79.88,-106.4,53.9,10,--,1,--,145,--,3,Sb:,In cluster,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
0,14,7,-,48,32.7,193- G  41,--,318.41,-67.8,123.6,74.8,8,:,8,:,--,:,-2,SO,In cluster,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
0,14,33,-,24,37.4,473- G   8,MCG-4-1-28,50.8,-81.78,-89.1,27.4,10,--,7,--,93,--,5,S...,--,--,1,--,--,--,--,--,--,--,--,--,--,--,--,--
0,14,38,-,19,34.7,539- G   5,MCG-3-1-24,75.99,-78.9,-77.6,27.4,19,--,12,--,38,--,8,Sd,--,--,1,--,--,--,--,--,--,--,--,--,--,--,--,--
0,14,49,-,31,54.1,410-IG   6,--,359.71,-81.32,-90.0,-98.6,6,--,5,--,--,:,--,...,"Distorted, in cl",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
0,14,51,-,26,53.6,473- G   9,--,34.86,-82.39,-83.8,-93.6,13,--,3,--,21,--,0,SO-a,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
0,15,14,-,18,17.5,539- G   6,MCG-3-1-25,80.77,-78.03,-70.9,96.1,13,--,11,--,100,:,3,Sb,--,--,1,--,--,--,--,--,--,--,--,--,--,--,--,--
0,15,27,-,48,12.4,194- G   1,--,318.18,-68.2,-129.8,96.1,10,:,7,:,59,--,3,Sb,Sev S comp,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
0,15,27,-,68,38.2,50- G   7,--,307.6,-48.46,74.5,75.5,13,--,2,--,157,--,6,Sc,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
0,15,34,-,34,9.1,350- G   7,--,347.69,-80.15,-89.2,56.0,18,--,14,--,90,--,5,SB(r)0,F ext ring,*,--,--,--,--,--,--,--,--,--,--,--,--,--,--
0,15,35,-,29,34.7,410-IG   7,--,14.5,-82.34,-83.1,25.4,9,:,2,:,80,:,--,Double system,Contact,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
0,15,36,-,37,59.3,294- G   2,--,334.39,-77.31,-109.1,109.4,15,:,4,--,166,--,5,S...,--,--,--,--,--,--,15.3,0.3,--,80,--,--,--,--,--,--
0,15,36,-,59,21.8,111- G  24,--,310.92,-57.52,106.9,30.5,19,--,4,--,158,--,4,Sb-c,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
0,15,38,-,55,5.8,149-IG  28,--,313.07,-61.65,119.5,-9.7,7,--,5,--,--,:,--,S...,"Peculiar, disturbed?",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
0,15,42,-,43,42.6,242-IG   1,--,323.21,-72.36,-119.8,69.3,5,:,4,:,--,:,--,Double? system,Contact,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
0,15,50,-,45,7.9,242-IG   2,--,321.28,-71.08,-115.7,-6.5,20,:,8,:,--,:,--,Double system,Interaction:,--,--,--,--,--,14.8,0.3,--,80,--,--,--,--,--,--
0,16,2,-,47,56.0,194- G   2,--,318.18,-68.49,-125.2,110.9,11,:,9,:,--,:,--,Dwarf,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
0,16,4,-,73,25.8,28- G  12,--,306.24,-43.76,62.2,82.6,15,--,6,--,136,--,1,Sa,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
0,16,8,-,36,13.2,350-IG   8,--,339.28,-78.76,-80.9,-54.1,12,:,3,:,150,:,--,Double system,Connected,--,--,--,--,--,15.26,--,62,99,--,--,--,--,--,--
0,16,11,-,74,35.8,28-SC  13,--,305.95,-42.62,58.4,20.5,10,:,--,--,--,--,--,OC,In SMC,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
0,16,16,-,19,17.1,539- G   7,MCG-3-1-27=DDO-1,78.51,-78.95,-57.1,43.3,17,:,16,:,--,:,--,Dwarf spiral,In foregr of dist cluster,--,1,2,--,--,14.9,0.6,--,77,--,--,--,2060,64,2
0,16,28,-,23,9.5,473- GA 10,N 65 = MCG-4-2-1,61.19,-81.51,-66.6,105.9,10,--,7,--,--,:,5,S...,--,--,1,--,--,--,--,--,--,--,--,--,--,--,--,--
0,16,33,-,23,12.9,473- G  10,N 66 = MCG-4-2-2,60.93,-81.56,-65.6,102.8,14,--,10,--,32,--,3,Sb,In cluster,*,1,--,--,--,--,--,--,--,--,--,--,--,--,--
0,16,34,-,83,23.4,2- G   8,--,304.12,-33.94,25.6,87.1,12,--,6,--,45,--,1,Sa,In cluster,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
0,16,38,-,24,48.0,473- G  11,MCG-4-2-5,50.87,-82.28,-63.8,18.3,15,--,8,--,149,--,6,Sc,--,--,1,--,--,--,--,--,--,--,--,--,--,--,--,--
0,16,42,-,23,3.4,473- G  12,MCG-4-2-4,61.97,-81.51,-63.8,111.3,10,:,5,:,4,--,-2,SO,In cluster,--,1,--,--,--,--,--,--,--,--,--,--,--,--,--
0,16,43,-,26,44.6,473- G  13,--,36.37,-82.79,-61.6,-85.3,14,--,6,--,129,--,3,Sb?,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
0,16,51,-,23,1.4,473- G  14,--,62.28,-81.52,-62.1,113.1,10,--,5,--,5,--,1,Sa:,In cluster,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
0,16,53,-,69,44.3,50-IG   8,--,307.1,-47.41,78.0,16.0,30,:,30,:,--,:,--,Group of galaxies,Many F bridges,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
0,17,4,-,49,16.4,194- G   3,--,316.57,-67.28,-112.9,40.0,10,--,8,--,80,--,2,Sa-b:,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
0,17,13,-,51,32.7,194- G   4,--,314.79,-65.12,-106.4,-81.0,15,--,5,--,29,--,0,SO-a,P w SO 1.5 nf,*,--,--,--,--,--,--,--,--,--,--,--,--,--,--
0,17,18,-,34,45.0,350- G   9,--,343.74,-80.0,-69.6,24.5,16,--,11,--,121,--,1,SBa,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
0,17,18,-,66,31.8,78- G  21,--,307.96,-50.56,92.1,-69.7,10,:,1,--,23,--,1,Sa,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
0,17,30,-,22,48.6,473- G  15,N 77,64.05,-81.52,-54.2,124.6,3,--,3,--,--,:,--,...,F,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
0,17,40,-,54,48.1,150- G   1,--,312.64,-62.01,-116.7,8.7,12,--,8,--,15,--,6,Sc,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
0,17,49,-,77,22.1,28- G  14,--,305.22,-39.9,53.1,-127.3,20,--,16,--,--,:,--,Dwarf spiral,Bar,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
0,17,56,-,49,31.7,194-IG   5,--,316.02,-67.08,-104.9,26.7,9,:,4,:,--,:,--,Multiple? system,Pec elong,*,--,--,--,--,--,--,--,--,--,--,--,--,--,--
0,18,6,-,31,38.9,410-IG   8,--,358.84,-82.05,-52.9,-84.6,6,:,4,:,--,:,--,Triple system,"Interaction, in cl",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
0,18,6,-,34,44.8,350-IG  10,--,343.06,-80.12,-60.7,24.8,11,:,3,:,128,:,--,Double system,Connected,--,--,--,--,--,15.49,--,62,99,--,--,--,--,--,--
0,18,9,-,45,15.5,242- G   3,--,319.97,-71.11,-93.7,-12.5,10,--,6,--,145,--,3,Sb:,S comp 0.8 np,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
0,18,9,-,49,29.5,194- G   6,--,315.96,-67.13,-103.1,28.8,5,:,3,:,--,:,-2,SO:,"B centre, B in cl",--,--,--,--,--,--,--,--,--,--,--,--,15000,250,2C
0,18,10,-,23,33.6,473- G  16,MCG-4-2-6,60.19,-82.06,-45.7,84.6,19,--,8,--,80,--,1,Sa,--,--,1,--,--,--,--,--,--,--,--,--,--,--,--,--
0,18,15,-,56,41.6,150- G   2,--,311.5,-60.2,-107.0,-91.8,11,--,1,--,163,--,6,Sc:,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
0,18,35,-,64,8.1,78- G  22,--,308.5,-52.94,108.1,57.2,26,:,5,--,172,--,10,Irr,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
0,18,42,-,50,46.1,194- G   7,--,314.79,-65.93,-95.6,-39.1,12,:,12,:,--,:,1,Sa,L in group,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
0,18,48,-,48,54.4,194- G   8,N 87,316.17,-67.72,-98.7,60.2,8,--,7,--,--,:,10,Irr,In IG 12 group,--,--,--,--,--,14.5,0.3,--,80,--,--,--,3603,47,7
0,18,52,-,39,16.3,294-IG   3,--,328.93,-76.58,-73.4,41.8,8,:,3,:,--,:,--,Double system,Interaction,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
0,18,52,-,40,44.6,294- G   4,--,326.02,-75.28,-71.7,-36.7,13,--,2,--,50,--,10,Irr,In group w G 05,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
0,18,54,-,50,15.2,194-IG   9,--,315.09,-66.44,-95.1,-11.6,15,:,9,:,--,:,--,Double system,Interaction,--,--,--,--,--,--,--,--,--,--,--,--,10900,360,2C
0,18,55,-,48,55.1,194- G  10,N 88,316.11,-67.71,-97.5,59.6,7,--,4,--,145,--,5,S...,In IG 12 group,--,--,--,--,--,15.21,--,32,7,--,--,--,3533,50,7
0,18,57,-,48,56.6,194- G  11,N 89,316.07,-67.69,-97.2,58.3,13,--,6,--,148,--,1,Sa:,"Disturbed, in IG 12 group",--,--,--,--,--,14.57,--,32,7,--,--,--,3824,43,7
0,19,2,-,54,32.7,150- G   3,--,312.37,-62.31,-106.9,22.8,15,:,2,--,120,--,6,Sc,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
0,19,5,-,40,39.9,294- G   5,--,326.02,-75.37,-69.6,-32.5,11,:,5,:,28,--,0,SO-a,v dif env,*,--,--,--,--,--,--,--,--,--,--,--,--,--,--
0,19,5,-,48,54.2,194-IG  12,N 92,316.05,-67.73,-96.1,60.4,32,--,12,:,148,:,--,Sa:,"Distorted, L in group",*,--,--,--,--,14.29,--,32,7,--,--,--,3498,45,7
0,19,6,-,19,57.3,539- G   8,--,78.82,-79.89,-21.4,7.8,11,--,3,--,31,--,-5,E,"B, in cluster",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
0,19,15,-,74,1.6,28-SC  15,--,305.8,-43.21,71.7,50.0,20,:,--,--,--,--,--,OC,In SMC,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
0,19,23,-,45,25.5,242- G   4,--,319.16,-71.04,-81.9,-21.1,10,:,10,:,--,:,--,Dwarf,"v dif, in G 05 group",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
0,19,23,-,61,59.4,112- G   1,--,309.07,-55.06,-115.3,-111.1,14,--,2,--,10,--,6,Sc,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
0,19,45,-,57,5.4,150-IG   4,--,310.92,-59.86,-95.1,-112.4,5,:,3,:,--,:,--,Double system,Bridge,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
0,19,49,-,81,23.6,12-IG  16,--,304.34,-35.93,36.7,-69.8,10,:,8,:,--,:,--,2 spirals? +E,Interaction,--,--,--,--,--,14.6,0.3,--,80,--,--,--,--,--,--
0,19,52,-,20,4.3,539- G   9,MCG-3-2-4,79.18,-80.1,-11.6,1.7,10,--,2,--,55,--,2,Sa-b,In cluster,--,1,--,--,--,--,--,--,--,--,--,--,--,--,--
0,19,52,-,23,4.1,473- G  17,--,64.73,-82.12,-25.0,110.9,11,:,6,:,10,--,5,S...,eF env,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
0,19,54,-,32,32.9,410- G   9,--,351.97,-81.87,-32.2,-132.5,16,:,13,:,--,:,5,S...,vF env,*,--,--,--,--,--,--,--,--,--,--,--,--,--,--
0,19,59,-,19,56.3,539- G  10,MCG-3-2-6,79.79,-80.01,-10.3,8.8,12,:,5,--,23,--,2,Sa-b,"np of 2, in cl",--,1,--,--,--,--,--,--,--,--,--,--,--,--,--
0,20,1,-,34,23.8,350- G  11,--,342.82,-80.65,-40.1,43.8,4,--,3,--,--,:,--,...,B centre,--,--,--,--,--,--,--,--,--,--,--,--,15112,160,73
0,20,1,-,53,55.4,150- G   5,--,312.4,-62.95,-100.8,56.3,43,:,28,--,15,--,6,Sc,Diffuse,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
0,20,8,-,24,24.3,473- G  18,"MCG-4-2-8,9",56.16,-82.85,-21.5,39.7,13,--,5,--,17,--,3,Sb,"Disturbed, S comp 0.2 np",--,1,--,--,--,--,--,--,--,--,--,--,--,--,--
0,20,12,-,48,51.5,194- G  13,--,315.63,-67.83,-86.5,63.2,13,:,11,:,47,--,1,Sa,Bel to IG 12 group,--,--,--,--,--,--,--,--,--,--,--,--,3400,160,2C
0,20,22,-,45,32.8,242- G   5,N 98,318.54,-70.98,-72.6,-27.3,18,:,14,:,0,:,1,Sa,B in group,--,--,--,--,--,12.8,0.5,--,80,--,--,--,--,--,--
0,20,24,-,19,18.6,539- G  11,MCG-3-2-8,82.46,-79.59,-5.1,42.3,11,--,5,--,6,--,-2,SO,In cluster,--,1,--,--,--,--,--,--,--,--,--,--,--,--,--
0,20,25,-,42,11.4,294- G   6,--,322.66,-74.1,-54.6,-113.6,10,--,1,--,153,--,6,Sc:,In cluster,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
0,20,26,-,22,23.8,539- G  12,MCG-4-2-10,69.13,-81.82,-4.1,-122.2,10,--,5,--,100,--,3,Sb,In cluster,--,1,--,--,--,--,--,--,--,--,--,--,--,--,--
0,20,28,-,36,5.6,350- G  12,--,336.08,-79.41,-34.2,-46.7,10,--,1,--,27,--,5,S...,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
0,20,30,-,34,48.5,350-IG  13,--,340.67,-80.41,-34.4,21.8,5,--,2,--,57,--,--,...,"Pec, S comp 0.3 sf",--,--,--,--,--,15.45,--,62,99,--,--,--,--,--,--
0,20,32,-,42,58.1,242-IG   6,--,321.5,-73.4,-74.2,110.2,5,:,5,:,--,:,--,Double system,Interaction,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
0,20,32,-,75,21.1,28-SC  16,--,305.41,-41.91,70.4,-20.8,10,:,--,--,--,--,--,OC,In SMC,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
0,20,46,-,49,52.2,194- G  14,--,314.64,-66.89,-79.9,9.4,9,--,3,:,126,--,-2,SO,S comp 0.7 p,--,--,--,--,--,15.8,0.3,--,80,--,--,--,18100,90,2C
0,20,48,-,59,53.8,112- G   2,--,309.52,-57.15,-113.9,0.9,10,--,6,--,58,--,6,Sc,S comp on tip of s arm,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
0,20,54,-,28,8.7,410- G  10,--,24.54,-83.74,-21.5,102.4,10,--,8,--,--,:,5,S(r)...,In cluster,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
0,20,54,-,73,56.8,28-SC  17,--,305.66,-43.31,78.2,53.7,15,:,--,--,--,--,--,OC,In SMC,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
0,21,0,-,40,16.0,294- G   7,--,325.43,-75.89,-50.6,-10.9,11,--,5,--,140,--,1,Sa:,"Asym, in cl",--,--,--,--,--,14.6,0.3,--,80,--,--,--,--,--,--
0,21,22,-,57,11.3,150- G   6,--,310.45,-59.81,-83.2,-117.2,10,--,7,--,6,--,6,Sc,In group,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
0,21,25,-,32,48.8,350- G  14,N 101 = MCG-5-2-3,349.09,-81.95,-25.2,128.4,28,:,28,:,--,:,6,Sc,--,--,1,--,--,--,--,--,--,--,--,--,--,--,--,--
0,21,27,-,42,24.0,294- G   8,--,321.73,-73.99,-44.3,-124.5,10,:,2,:,120,--,-2,SO,In cluster,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
0,21,33,-,62,32.9,78-IG  23,--,308.45,-54.56,132.2,140.1,11,:,7,:,102,:,--,S...,--,*,--,--,--,--,--,--,--,--,--,--,--,10206,50,6
0,21,52,-,72,21.5,50-SC   9,N 104=47 Tuc=GCl-1,305.9,-44.89,88.0,-124.6,--,--,--,--,--,--,--,GC,Prominent,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
0,21,55,-,45,47.1,242- G   7,--,317.51,-70.85,-57.8,-39.7,13,:,2,--,146,--,5,S...,L in group,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
0,22,3,-,50,57.7,194- G  15,--,313.42,-65.89,-67.2,-48.5,13,:,12,:,--,:,4,Sb-c,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
0,22,16,-,72,1.6,50- G  10,--,305.92,-45.22,91.2,-107.1,13,:,1,--,5,--,6,Sc,--,--,--,--,--,--,16.6,0.3,--,80,--,--,--,--,--,--
