RFGC,FGC(E),m_FGC(E),PGC,RAh,RAm,RAs,DE-,DEd,DEm,DEs,RA1950h,RA1950m,RA1950s,DE1950-,DE1950d,DE1950m,DE1950s,GLON,GLAT,PA,---,aO,bO,aE,bE,Btot,AB,MType,As,SB,N,Notes
142,68,--,--,0,38,9.7,+,11,15,4,0,35,33.9,+,10,58,35,117.7,-51.49,154,142,1.09,0.11,0.9,0.12,16.6,0.36,cd,1,III,0,Compact compan. at 2.2 NE
143,69,--,--,0,39,21.6,+,45,7,16,0,36,36.8,+,44,50,48,120.7,-17.7,134,143,0.73,0.09,0.69,0.09,16.9,0.3,cd,0,II,0,--
144,69,E,--,0,39,24.3,-,29,55,44,0,36,56.9,-,30,12,13,345.56,-86.15,79,144,0.73,0.08,0.67,0.09,17.0,0.11,c,0,II,1,--
145,70,E,2383,0,39,33.5,-,35,48,11,0,37,7.8,-,36,4,39,318.45,-80.96,26,145,1.11,0.13,0.97,0.2,16.3,0.05,c,0,II,0,Knots
146,70,--,2390,0,39,37.7,+,8,57,55,0,37,2.2,+,8,41,27,117.99,-53.79,98,146,1.97,0.28,1.96,0.36,15.1,0.23,b,0,II,1,Second component at 2.7 N
147,71,--,--,0,39,55.5,+,28,7,18,0,37,15.8,+,27,50,50,119.85,-34.68,91,147,0.8,0.08,0.73,0.09,17.2,0.2,cd,0,IV,0,Companion at 1.4 W.
148,71,E,--,0,39,57.8,-,27,34,30,0,37,29.9,-,27,50,58,22.33,-87.41,98,148,0.74,0.09,0.67,0.11,16.9,0.05,c,0,II,1,Neighbour 0.2 at 2.0 W
149,72,--,--,0,40,37.4,+,5,43,51,0,38,2.5,+,5,27,24,117.98,-57.04,125,149,0.76,0.08,0.72,0.1,17.0,0.1,cd,0,II,1,--
150,73,--,--,0,40,43.2,-,13,2,35,0,38,12.1,-,13,19,2,112.31,-75.69,44,150,0.91,0.11,0.84,0.12,16.6,0.08,dm,1,III,0,Small blue knots
151,75,--,--,0,40,56.2,-,1,51,56,0,38,22.8,-,2,8,23,116.8,-64.61,178,151,1.04,0.1,0.84,0.11,16.7,0.1,cd,0,III,2,--
152,74,--,2458,0,41,3.6,+,31,43,59,0,38,22.8,+,31,27,32,120.36,-31.09,74,152,2.12,0.25,2.02,0.28,15.0,0.26,c,1,I,0,--
153,76,--,--,0,41,10.1,+,25,35,8,0,38,30.8,+,25,18,41,120.02,-37.23,83,153,1.05,0.11,0.9,0.11,16.5,0.15,bc,1,II,4,--
154,77,--,--,0,41,11.5,+,15,3,11,0,38,34.7,+,14,46,44,119.25,-47.75,8,154,0.9,0.12,0.73,0.12,16.7,0.4,bc,0,III,1,--
155,78,--,--,0,41,30.5,+,10,53,24,0,38,54.5,+,10,36,57,118.98,-51.91,81,155,1.01,0.08,0.82,0.08,17.0,0.29,cd,0,III,2,--
156,80,--,--,0,41,46.3,-,2,20,28,0,39,13.1,-,2,36,55,117.19,-65.11,110,156,1.1,0.13,0.87,0.11,16.5,0.11,c,0,III,0,--
157,72,E,--,0,41,51.8,-,32,58,16,0,39,25.8,-,33,14,42,321.87,-83.8,135,157,0.85,0.09,0.67,0.11,16.9,0.06,bc,0,II,1,Sp. galaxy at 1.0 E
158,79,--,--,0,41,54.5,+,41,57,16,0,39,10.2,+,41,40,49,121.04,-20.88,103,158,0.9,0.11,0.76,0.12,16.6,0.33,c,0,II,0,Two fine companions at W
159,81,--,--,0,42,7.2,-,1,29,59,0,39,33.8,-,1,46,26,117.56,-64.27,128,159,0.63,0.09,0.59,0.1,17.1,0.12,dm,1,III,1,--
160,73,E,2521,0,42,10.3,-,23,35,31,0,39,41.8,-,23,51,58,91.8,-85.89,67,160,0.95,0.1,0.97,0.11,16.6,0.08,c,1,II,4,Slightly curved ends
161,82,--,2526,0,42,15.1,-,18,9,40,0,39,45.3,-,18,26,6,109.18,-80.79,75,161,3.36,0.3,3.32,0.27,14.5,0.08,d,1,II,0,Two-layers
162,74,E,--,0,42,15.4,-,24,51,22,0,39,47.1,-,25,7,48,80.18,-86.93,94,162,0.65,0.08,0.58,0.09,17.1,0.07,cd,1,II,2,--
163,75,E,--,0,42,18.0,-,45,59,42,0,39,56.6,-,46,16,8,307.82,-71.05,4,163,0.73,0.07,0.67,0.1,17.1,0.04,cd,0,II,0,Wavy. Near compan. to W
164,83,--,--,0,42,20.2,-,15,59,24,0,39,49.9,-,16,15,50,111.74,-78.66,32,164,1.23,0.09,1.15,0.09,16.6,0.07,d,0,III,0,--
165,77,E,2579,0,43,5.9,-,77,40,20,0,41,28.9,-,77,56,45,303.51,-39.45,10,165,1.27,0.16,1.14,0.18,16.0,0.27,cd,0,II,1,--
166,76,E,2581,0,43,12.0,-,31,43,34,0,40,45.8,-,31,59,59,323.75,-85.07,168,166,1.27,0.09,1.11,0.1,16.5,0.06,c,0,II,0,V. good representative
167,78,E,2640,0,44,31.9,-,48,50,53,0,42,12.6,-,49,7,17,306.0,-68.24,146,167,1.16,0.16,1.05,0.15,16.1,0.05,bc,0,II,1,V. faint broadening ends
168,84,--,--,0,44,38.4,-,11,11,20,0,42,7.2,-,11,27,45,116.88,-73.98,48,168,1.12,0.09,0.78,0.1,17.0,0.12,cd,0,IV,0,Only half of gal.is on E pr.
169,85,--,2659,0,45,13.7,+,10,30,10,0,42,37.6,+,10,13,46,120.43,-52.34,81,169,1.12,0.13,0.9,0.15,16.3,0.36,c,1,II,4,--
170,81,E,2669,0,45,35.9,-,81,9,51,0,44,27.3,-,81,26,14,303.21,-35.96,158,170,0.9,0.08,0.87,0.11,17.0,0.34,cd,0,III,1,Slightly curved
171,86,--,--,0,45,39.4,+,46,34,52,0,42,52.2,+,46,18,29,121.9,-16.28,89,171,0.69,0.09,0.56,0.09,17.1,0.56,dm,2,III,0,--
172,87,--,2671,0,45,41.0,-,18,19,55,0,43,11.6,-,18,36,19,114.07,-81.1,109,172,0.99,0.13,0.86,0.15,16.4,0.09,b,0,II,0,--
--,79,E,--,0,46,6.0,-,23,43,19,0,43,38.0,-,23,59,42,103.16,-86.39,116,--,0.54,0.07,0.56,0.07,17.3,0.07,c,0,II,3,--
173,80,E,--,0,46,41.8,-,50,59,28,0,44,24.4,-,51,15,50,304.77,-66.12,6,173,0.92,0.09,0.54,0.09,17.0,0.06,c,1,II,1,Curved. Interact. w. Sp to S
174,88,--,--,0,46,47.4,+,39,35,59,0,44,2.8,+,39,19,37,121.96,-23.26,73,174,0.85,0.1,0.73,0.09,16.9,0.23,d,0,III,2,Flat compan. at 1.0 SE
175,82,E,--,0,46,57.8,-,41,12,25,0,44,35.7,-,41,28,48,306.39,-75.89,142,175,0.92,0.07,1.02,0.1,17.0,0.05,c,0,III,0,V. faint disk
--,83,E,--,0,46,59.3,-,37,54,22,0,44,35.9,-,38,10,44,307.61,-79.18,6,--,0.56,0.07,0.54,0.09,17.3,0.05,c,0,II,0,--
--,84,E,--,0,47,3.6,-,48,41,14,0,44,45.0,-,48,57,36,304.9,-68.42,174,--,0.57,0.08,0.6,0.09,17.1,0.05,c,0,II,1,Sp. gal. 0.8 at 1.7 S
176,89,--,2747,0,47,8.0,+,30,20,29,0,44,26.5,+,30,4,7,121.83,-32.52,177,176,2.5,0.21,2.26,0.22,15.1,0.27,d,0,II,1,--
177,85,E,--,0,47,17.5,-,58,4,34,0,45,5.3,-,58,20,56,304.0,-59.04,41,177,0.7,0.08,0.7,0.1,17.2,0.06,c,1,III,0,Star or knots near nucl.
178,86,E,2792,0,47,36.0,-,32,25,12,0,45,10.8,-,32,41,34,311.64,-84.64,134,178,0.92,0.09,0.83,0.12,16.8,0.07,c,1,II,0,Diffuse. Brtns.grad.Knots
179,90,--,2805,0,47,47.5,-,9,53,58,0,45,16.1,-,10,10,19,119.9,-72.75,84,179,3.14,0.43,2.86,0.44,14.3,0.14,m,2,II,1,Sp. gal. 1.6 at 3.8 N
--,87,E,--,0,47,48.5,-,29,58,27,0,45,22.5,-,30,14,48,318.36,-87.04,106,--,0.57,0.07,0.56,0.08,17.3,0.09,c,0,II,1,--
180,90,E,2814,0,47,56.8,-,80,0,41,0,46,41.9,-,80,17,2,303.12,-37.12,68,180,0.82,0.08,0.8,0.11,16.9,0.26,cd,0,II,1,--
181,88,E,2841,0,48,32.2,-,40,10,23,0,46,10.0,-,40,26,44,305.39,-76.94,149,181,1.23,0.16,1.28,0.21,15.7,0.04,cd,1,I,0,Knots
182,89,E,2850,0,48,38.6,-,26,43,52,0,46,11.8,-,27,0,12,65.31,-89.26,22,182,0.8,0.1,0.93,0.11,16.6,0.05,c,0,II,0,--
183,91,--,2865,0,49,2.2,+,28,13,5,0,46,21.0,+,27,56,45,122.29,-34.65,109,183,1.95,0.22,2.02,0.22,15.3,0.27,c,0,II,0,Dust lane
184,92,--,2889,0,49,35.5,+,1,6,58,0,47,1.5,+,0,50,38,121.96,-61.75,128,184,2.18,0.21,2.18,0.26,15.2,0.1,cd,0,II,0,--
185,92,E,--,0,50,2.6,-,69,15,25,0,48,6.6,-,69,31,45,303.12,-47.87,4,185,0.63,0.09,0.65,0.12,17.0,0.1,bc,0,II,0,--
186,93,E,--,0,50,15.6,-,59,56,24,0,48,6.6,-,60,12,43,303.2,-57.19,47,186,0.73,0.09,0.87,0.11,16.8,0.06,c,0,II,2,--
187,91,E,--,0,50,21.8,-,48,34,41,0,48,4.3,-,48,51,0,303.42,-68.55,27,187,0.73,0.07,0.66,0.07,17.3,0.06,c,1,III,1,Contrast nucl. Interact.?
188,93,--,--,0,50,26.9,+,5,3,22,0,47,51.9,+,4,47,3,122.47,-57.81,56,188,0.73,0.09,0.54,0.11,17.1,0.11,c,1,II,1,--
189,94,--,--,0,50,36.2,+,14,25,59,0,47,58.8,+,14,9,40,122.63,-48.44,81,189,0.9,0.11,0.84,0.1,16.5,0.24,cd,2,II,0,Compact compan.at 0.8 W
190,95,--,--,0,50,36.5,+,3,5,56,0,48,2.0,+,2,49,37,122.52,-59.77,22,190,0.77,0.11,0.76,0.1,16.6,0.1,cd,2,II,3,--
191,94,E,2958,0,50,47.1,-,55,36,27,0,48,34.4,-,55,52,46,303.12,-61.52,154,191,2.35,0.2,1.45,0.24,15.6,0.07,ab,0,II,1,Thin tail. Br.part 1.1x0.2
192,96,--,--,0,50,51.6,+,0,51,5,0,48,17.6,+,0,34,46,122.62,-62.02,118,192,1.01,0.11,0.9,0.11,16.5,0.1,d,0,II,0,--
193,95,E,2978,0,51,0.6,-,51,19,38,0,48,44.9,-,51,35,57,303.1,-65.8,23,193,1.25,0.09,1.14,0.11,16.5,0.05,c,0,II,0,--
194,97,--,--,0,51,22.8,+,16,2,18,0,48,44.9,+,15,46,0,122.91,-46.83,135,194,0.9,0.12,0.8,0.11,16.7,0.29,bc,1,III,1,Curved.Pair compan.at 1.5N ?
195,96,E,3009,0,51,25.9,-,47,37,23,0,49,8.2,-,47,53,41,302.93,-69.51,69,195,0.85,0.08,0.87,0.09,16.8,0.05,c,0,II,2,F.curv.ends.Patchy.In clust.
196,98,--,--,0,51,33.4,-,0,32,42,0,48,59.8,-,0,49,0,123.0,-63.42,27,196,0.63,0.09,0.56,0.1,17.0,0.18,d,0,II,0,Faint compan. at 0.6 NE
197,98,E,--,0,51,55.2,-,51,36,7,0,49,40.0,-,51,52,25,302.75,-65.53,149,197,0.82,0.09,0.58,0.11,17.1,0.06,c,0,III,1,Slightly curved diffuse arms
198,100,E,3038,0,51,56.0,-,77,1,49,0,50,27.2,-,77,18,6,302.9,-40.1,155,198,0.9,0.07,0.79,0.12,17.2,0.23,c,0,III,2,--
199,97,E,--,0,51,59.6,-,32,54,21,0,49,35.4,-,33,10,39,301.77,-84.22,128,199,0.8,0.07,0.56,0.08,17.2,0.09,cd,0,II,4,Slightly curved ends
200,99,--,--,0,52,8.8,+,14,30,12,0,49,31.3,+,14,13,55,123.19,-48.37,8,200,0.71,0.08,0.74,0.08,17.1,0.25,cd,1,III,3,--
201,99,E,3088,0,52,41.5,-,25,44,2,0,50,15.0,-,26,0,20,134.39,-88.58,84,201,0.9,0.1,0.87,0.11,16.7,0.07,bc,1,II,2,Buldge and curved arms
202,100,--,--,0,52,53.4,+,31,38,4,0,50,10.5,+,31,21,47,123.29,-31.24,33,202,0.78,0.08,0.85,0.09,17.0,0.24,d,1,III,2,--
203,101,--,3120,0,53,9.4,+,21,55,37,0,50,29.6,+,21,39,20,123.46,-40.94,99,203,1.2,0.13,1.1,0.15,16.2,0.18,c,1,II,0,--
204,103,--,--,0,53,15.4,-,8,44,16,0,50,43.9,-,9,0,33,124.36,-71.6,168,204,0.75,0.08,0.55,0.07,17.1,0.19,d,0,II,2,Spiral 1.0 at 3.9 SE
205,101,E,--,0,53,23.0,-,44,50,46,0,51,4.4,-,45,7,2,301.8,-72.28,13,205,0.96,0.09,0.87,0.11,16.8,0.06,b,0,II,0,Star projected
206,102,--,3133,0,53,26.6,+,29,16,12,0,50,44.5,+,28,59,56,123.46,-33.6,159,206,3.14,0.43,2.49,0.39,14.5,0.23,b,1,II,0,F. filamentary periphery
207,104,--,--,0,53,30.7,+,28,16,37,0,50,48.9,+,28,0,21,123.49,-34.59,63,207,1.1,0.09,1.0,0.1,16.7,0.19,cd,0,III,0,"V.differ.shape on O,E prints"
208,105,--,3147,0,53,32.6,+,2,55,27,0,50,58.1,+,2,39,11,123.98,-59.94,41,208,1.71,0.21,1.68,0.21,15.4,0.1,cd,0,II,0,--
209,102,E,3162,0,53,46.8,-,45,11,13,0,51,28.4,-,45,27,29,301.6,-71.94,14,209,1.27,0.17,1.45,0.18,15.7,0.06,bc,0,I,0,--
210,106,--,--,0,53,54.5,-,3,27,37,0,51,21.7,-,3,43,53,124.47,-66.32,29,210,1.32,0.12,1.32,0.13,16.1,0.22,c,0,II,3,In loose group
211,107,--,--,0,54,23.6,+,29,2,54,0,51,41.3,+,28,46,38,123.71,-33.82,26,211,0.72,0.1,0.59,0.12,17.1,0.24,bc,1,III,0,--
212,103,E,--,0,54,29.5,-,19,36,0,0,52,1.3,-,19,52,15,128.41,-82.44,101,212,0.65,0.08,0.54,0.07,17.2,0.09,c,0,II,1,--
213,108,--,3218,0,54,41.5,+,36,45,53,0,51,56.3,+,36,29,38,123.66,-26.1,179,213,1.36,0.13,1.19,0.13,16.2,0.23,cd,2,III,0,--
214,104,E,--,0,54,52.4,-,32,37,25,0,52,28.6,-,32,53,40,295.42,-84.45,104,214,0.63,0.09,0.78,0.1,16.9,0.09,bc,0,II,0,Contrast nucleus
215,109,--,--,0,55,4.6,-,12,59,13,0,52,34.4,-,13,15,28,126.56,-75.83,173,215,0.76,0.09,0.56,0.09,17.0,0.09,cd,1,II,1,--
216,105,E,3258,0,55,7.2,-,64,41,28,0,53,6.7,-,64,57,42,302.29,-52.43,145,216,1.18,0.16,1.24,0.16,16.1,0.08,c,0,III,0,Diffuse
217,112,E,--,0,55,12.9,-,85,23,54,0,56,4.8,-,85,40,7,302.84,-31.73,31,217,0.73,0.07,0.63,0.09,17.2,0.47,c,0,II,0,Star projected
218,106,E,3286,0,55,34.6,-,47,15,43,0,53,17.9,-,47,31,57,300.89,-69.85,99,218,0.99,0.13,1.05,0.13,16.3,0.05,bc,0,II,1,--
219,108,E,3369,0,56,38.2,-,55,20,17,0,54,27.7,-,55,36,30,301.37,-61.77,86,219,0.99,0.1,0.97,0.1,16.5,0.06,cd,1,II,2,Slightly curved
220,107,E,--,0,56,50.9,-,25,53,28,0,54,25.0,-,26,9,40,167.6,-88.27,87,220,0.7,0.07,0.67,0.08,17.1,0.08,d,0,II,0,--
221,110,--,--,0,57,2.0,+,30,28,58,0,54,18.9,+,30,12,46,124.36,-32.37,150,221,0.82,0.1,0.82,0.11,16.7,0.26,c,1,II,2,Curved. Compan.at 1.8 S
--,110,E,--,0,57,18.2,-,51,15,54,0,55,4.8,-,51,32,6,300.69,-65.84,148,--,0.54,0.07,0.55,0.07,17.3,0.06,c,0,II,0,--
222,109,E,3422,0,57,20.6,-,42,40,16,0,55,1.9,-,42,56,28,298.89,-74.41,119,222,1.04,0.09,0.78,0.11,16.7,0.04,cd,0,II,2,Faint ends
223,111,--,3454,0,57,47.8,-,5,6,45,0,55,15.5,-,5,22,56,127.15,-67.93,90,223,1.57,0.21,1.5,0.24,15.6,0.24,b,2,II,4,Probable member of group
224,111,E,--,0,58,24.5,-,23,0,36,0,55,57.8,-,23,16,47,144.28,-85.59,124,224,0.65,0.08,0.61,0.09,17.1,0.06,bc,0,II,4,--
225,112,--,3503,0,58,34.9,+,45,0,18,0,55,44.7,+,44,44,7,124.26,-17.85,134,225,1.16,0.09,1.04,0.09,16.7,0.49,d,0,III,0,--
226,113,--,3535,0,59,9.4,-,13,45,50,0,56,39.7,-,14,2,1,130.99,-76.51,113,226,1.23,0.13,1.23,0.15,16.2,0.1,cd,0,III,1,--
227,114,E,3552,0,59,25.4,-,60,21,22,0,57,21.4,-,60,37,32,301.13,-56.74,29,227,0.69,0.09,0.7,0.1,17.1,0.06,c,0,III,2,Curved ends
228,113,E,--,0,59,32.9,-,22,8,35,0,57,6.0,-,22,24,45,143.65,-84.69,97,228,0.73,0.09,0.66,0.11,17.0,0.08,bc,0,II,1,Member of pair
229,114,--,3569,0,59,48.8,+,14,43,24,0,57,10.6,+,14,27,15,125.96,-48.1,5,229,1.19,0.11,1.01,0.11,16.4,0.31,d,1,II,0,--
230,115,--,--,0,59,49.6,+,14,19,41,0,57,11.6,+,14,3,32,126.0,-48.49,176,230,0.77,0.1,0.64,0.11,16.8,0.32,cd,0,II,1,--
231,115,E,--,1,0,1.3,-,21,47,54,0,57,34.4,-,22,4,3,143.51,-84.32,155,231,0.61,0.07,0.56,0.08,17.5,0.07,bc,0,III,1,--
232,116,E,3594,1,0,12.5,-,25,29,38,0,57,46.9,-,25,45,48,173.68,-87.44,25,232,0.9,0.1,0.97,0.11,16.6,0.16,c,1,II,1,F.tail to LSB compan.Curved
233,121,E,3629,1,0,44.0,-,85,31,24,1,2,3.1,-,85,47,30,302.72,-31.6,51,233,1.81,0.17,1.56,0.19,15.7,0.45,c,1,II,0,Knots. LSB companion
234,116,--,3643,1,1,2.6,+,9,43,30,0,58,26.0,+,9,27,22,126.87,-53.07,137,234,1.68,0.15,1.55,0.13,15.7,0.15,dm,2,II,0,--
235,120,E,--,1,1,18.1,-,84,0,10,1,1,36.7,-,84,16,16,302.62,-33.12,174,235,0.61,0.07,0.61,0.09,17.4,0.74,c,0,III,1,--
236,117,E,3669,1,1,31.0,-,40,24,14,0,59,12.1,-,40,40,22,294.65,-76.56,45,236,0.85,0.09,0.97,0.09,16.7,0.06,c,0,II,4,--
237,118,E,3672,1,1,35.3,-,59,44,31,0,59,31.6,-,60,0,39,300.56,-57.34,63,237,1.81,0.16,1.55,0.16,15.9,0.09,bc,0,III,0,Thin very curved arms
238,119,E,3743,1,2,51.4,-,65,36,36,1,0,57.2,-,65,52,42,301.04,-51.48,145,238,3.26,0.41,3.48,0.53,14.1,0.08,cd,0,I,0,Dust. Knots
239,117,--,--,1,2,53.5,-,9,52,4,1,0,22.9,-,10,8,11,132.37,-72.53,36,239,1.01,0.1,1.14,0.11,16.4,0.16,c,0,II,1,--
240,118,--,--,1,3,17.0,-,11,39,22,1,0,47.0,-,11,55,27,133.7,-74.28,167,240,0.72,0.1,0.72,0.09,16.8,0.11,c,0,II,1,--
241,119,--,3787,1,3,48.7,+,31,11,53,1,1,4.1,+,30,55,48,126.04,-31.6,173,241,1.01,0.12,1.01,0.13,16.4,0.23,c,1,II,1,--
242,120,--,--,1,4,51.1,-,12,20,31,1,2,21.4,-,12,36,35,135.59,-74.88,80,242,0.88,0.1,0.85,0.09,16.5,0.11,cd,1,I,0,--
243,122,E,3887,1,5,37.7,-,24,24,11,1,3,12.4,-,24,40,14,173.25,-85.8,157,243,0.76,0.1,0.7,0.11,16.8,0.08,c,0,II,0,Knots
244,123,E,--,1,5,48.5,-,47,4,26,1,3,34.8,-,47,20,29,295.81,-69.86,88,244,0.77,0.08,0.56,0.09,17.1,0.05,cd,0,II,4,Bright sp.gal. at 1.6 W
--,124,E,--,1,6,5.5,-,18,52,12,1,3,38.2,-,19,8,14,145.89,-81.08,142,--,0.57,0.07,0.56,0.08,17.3,0.07,d,1,II,3,--
245,125,E,--,1,6,12.2,-,23,39,13,1,3,46.7,-,23,55,15,167.56,-85.18,160,245,0.67,0.09,0.67,0.1,16.9,0.09,c,0,II,1,In pair?
246,126,E,--,1,6,24.7,-,56,16,19,1,4,19.3,-,56,32,21,298.68,-60.73,18,246,0.63,0.09,0.61,0.1,17.0,0.09,cd,0,II,3,F. slightly curved ends
247,121,--,--,1,6,51.5,+,0,10,52,1,4,17.7,-,0,5,10,131.29,-62.44,51,247,0.87,0.11,0.82,0.12,16.6,0.13,bc,0,II,1,--
248,122,--,--,1,7,11.5,-,10,42,19,1,4,41.4,-,10,58,20,136.41,-73.16,173,248,1.1,0.11,1.12,0.11,16.6,0.15,c,0,IV,1,Fine red nucleus
249,131,E,3995,1,7,34.6,-,77,27,48,1,6,28.5,-,77,43,48,301.8,-39.63,177,249,0.73,0.09,0.73,0.11,16.9,0.23,c,0,II,0,Diffuse LSB arms.Star n.nucl.
250,127,E,--,1,7,39.1,-,32,38,24,1,5,17.6,-,32,54,24,271.4,-83.46,58,250,0.61,0.07,0.56,0.08,17.3,0.09,c,1,II,0,Compan. 0.2 on the left side
251,128,E,--,1,7,41.5,-,33,28,16,1,5,20.5,-,33,44,16,274.99,-82.75,10,251,0.82,0.09,0.7,0.11,16.9,0.09,c,0,II,3,V. faint ends
252,129,E,4010,1,7,48.5,-,58,4,37,1,5,45.7,-,58,20,37,298.74,-58.92,21,252,1.01,0.12,0.98,0.12,16.4,0.09,cd,0,II,0,V. curved ends
253,130,E,--,1,8,16.8,-,57,28,37,1,6,13.5,-,57,44,37,298.47,-59.51,64,253,0.63,0.07,0.65,0.11,17.4,0.09,bc,0,III,0,--
254,123,--,--,1,8,36.2,+,14,4,26,1,5,57.7,+,13,48,27,129.23,-48.59,128,254,0.64,0.09,0.66,0.11,17.1,0.19,cd,0,III,3,--
255,124,--,4063,1,8,37.0,+,1,38,29,1,6,2.7,+,1,22,30,131.79,-60.93,118,255,4.65,0.3,4.14,0.31,14.3,0.1,cd,0,II,0,--
256,132,E,--,1,8,51.7,-,42,8,35,1,6,35.6,-,42,24,34,290.71,-74.57,148,256,0.61,0.07,0.66,0.1,17.4,0.03,b,0,III,0,Round contrast nucleus
257,125,--,--,1,9,0.4,+,33,31,20,1,6,13.8,+,33,15,22,127.13,-29.21,147,257,0.83,0.11,0.8,0.11,16.7,0.22,cd,1,III,4,--
258,127,--,--,1,9,1.5,-,12,21,1,1,6,32.0,-,12,36,59,139.37,-74.66,3,258,1.21,0.12,1.11,0.15,16.3,0.09,c,0,II,1,--
259,126,--,--,1,9,3.6,+,16,56,6,1,6,24.0,+,16,40,8,128.98,-45.73,66,259,0.95,0.11,0.9,0.12,16.5,0.21,c,0,II,3,--
260,133,E,4114,1,9,16.3,-,32,23,10,1,6,55.0,-,32,39,8,267.66,-83.47,42,260,0.96,0.13,0.89,0.12,16.2,0.09,bc,0,I,0,--
261,128,--,4148,1,9,56.2,+,20,46,17,1,7,15.0,+,20,30,19,128.74,-41.89,165,261,1.85,0.12,1.79,0.13,15.8,0.2,d,0,II,0,--
262,129,--,--,1,10,16.6,+,29,12,0,1,7,31.8,+,28,56,3,127.86,-33.49,83,262,0.73,0.1,0.47,0.1,17.0,0.26,dm,2,II,0,Blue. Knotty
263,137,E,4172,1,10,19.2,-,56,7,19,1,8,15.2,-,56,23,16,297.54,-60.81,126,263,1.18,0.16,1.16,0.21,16.1,0.09,d,0,III,0,Diffuse
264,135,E,--,1,10,21.4,-,52,14,10,1,8,13.4,-,52,30,6,296.16,-64.64,138,264,0.6,0.08,0.57,0.1,17.3,0.05,bc,0,III,0,--
265,134,E,4179,1,10,24.7,-,46,34,19,1,8,12.1,-,46,50,16,293.27,-70.2,22,265,0.89,0.1,0.97,0.11,16.6,0.04,c,0,II,2,--
266,136,E,--,1,10,36.0,-,29,48,0,1,8,13.7,-,30,3,57,246.45,-85.01,115,266,0.6,0.08,0.56,0.08,17.2,0.09,c,0,II,3,Slightly curved
267,130,--,--,1,10,54.1,+,14,16,52,1,8,15.3,+,14,0,56,130.03,-48.32,22,267,0.88,0.08,0.82,0.09,17.0,0.19,d,1,III,3,Companion at 0.7 S
268,131,--,4278,1,11,31.2,+,23,12,58,1,8,48.8,+,22,57,2,128.91,-39.42,175,268,0.95,0.12,0.92,0.12,16.4,0.17,c,0,II,1,Compact gal.0.37 at 0.7 SW
269,138,E,--,1,12,2.6,-,24,40,51,1,9,38.3,-,24,56,46,186.23,-84.76,35,269,0.67,0.07,0.56,0.08,17.4,0.08,c,0,III,2,LSB compan. near to W
270,132,--,--,1,12,16.3,-,16,56,51,1,9,48.7,-,17,12,45,149.33,-78.74,33,270,0.81,0.09,0.64,0.1,17.0,0.08,dm,0,III,2,El.gal. 0.5 at 2.5 E
271,139,E,--,1,12,26.2,-,52,5,24,1,10,18.8,-,52,21,18,295.36,-64.73,5,271,0.73,0.09,0.7,0.11,16.7,0.06,d,0,I,0,Slightly curved
272,140,E,--,1,12,27.8,-,49,58,5,1,10,18.5,-,50,13,59,294.33,-66.81,142,272,0.82,0.09,0.67,0.1,16.9,0.04,c,0,II,3,--
273,133,--,--,1,12,47.8,+,11,36,22,1,10,9.8,+,11,20,28,131.25,-50.92,12,273,0.81,0.11,0.76,0.12,16.8,0.2,bc,1,III,2,--
274,141,E,4365,1,12,49.9,-,31,12,4,1,10,28.7,-,31,27,57,255.3,-83.8,5,274,1.49,0.17,1.62,0.19,15.7,0.11,c,1,II,1,V.f. fluffy ends
275,134,--,--,1,12,52.4,+,27,31,47,1,10,8.0,+,27,15,54,128.74,-35.1,148,275,0.62,0.07,0.55,0.07,17.3,0.22,cd,0,II,0,Distant
276,142,E,--,1,12,53.8,-,42,2,17,1,10,38.6,-,42,18,10,287.91,-74.46,55,276,0.83,0.09,0.86,0.11,16.8,0.04,bc,0,II,1,--
277,135,--,--,1,13,12.0,+,45,13,48,1,10,17.6,+,44,57,55,126.95,-17.47,113,277,0.99,0.11,1.01,0.12,16.6,0.42,cd,1,III,0,Diffuse compan.at 1.0 N
278,136,--,4387,1,13,12.5,+,34,57,58,1,10,24.4,+,34,42,5,127.97,-27.69,11,278,1.1,0.1,1.06,0.11,16.6,0.21,cd,1,III,0,--
279,137,--,4430,1,13,53.0,+,19,10,37,1,11,12.1,+,18,54,45,130.23,-43.38,141,279,1.15,0.12,1.31,0.17,16.3,0.21,bc,0,III,1,--
280,138,--,--,1,14,6.7,+,38,7,23,1,11,16.7,+,37,51,31,127.83,-24.53,48,280,1.16,0.16,1.14,0.17,16.0,0.2,c,0,II,2,--
281,143,E,--,1,14,22.8,-,55,1,16,1,12,19.2,-,55,17,7,295.97,-61.8,94,281,0.82,0.09,0.78,0.11,16.8,0.09,cd,1,II,0,--
282,139,--,4457,1,14,23.1,+,50,13,39,1,11,24.4,+,49,57,48,126.69,-12.48,26,282,1.1,0.11,0.99,0.11,16.4,0.84,d,0,II,1,--
283,140,--,--,1,14,31.8,+,37,5,38,1,11,42.3,+,36,49,47,128.03,-25.55,17,283,0.91,0.09,0.91,0.1,16.8,0.3,d,2,III,1,Faint compan. at 0.7 SW
284,141,--,4481,1,14,44.9,+,50,27,10,1,11,45.8,+,50,11,19,126.72,-12.25,49,284,1.09,0.15,0.9,0.15,16.2,0.88,d,1,II,1,--
285,142,--,--,1,15,8.9,+,15,17,32,1,12,29.4,+,15,1,42,131.36,-47.19,116,285,0.64,0.07,0.71,0.1,17.3,0.32,cd,0,III,1,--
