NGC,Extension,Components,Dreye,NAMEZH,TYPE,CLASS,CONZH,CON,RAJ2000,DECJ2000,RADJ2000,DECDJ2000,VMAG,BMAG,B-V,SB,AX,AY,ANGLE,DESP,DESPS
NGC2661,,,*,,Gxy,Sc,¾ÞÐ·×ù,CNC,8h45m59.5s,8.766527778,+12h37m11s,12.61972222,12.8,13.5,0.7,13.3,1.4,1.3,60,"extremely faint, considerably large, round, a little brighter middle","eF, cL, R, lbM"
NGC2662,,,*,,Gxy,E1,³¤Éß×ù,HYA,8h45m32s,8.758888889,-15h7m16s,-15.12111111,12.8,13.8,1,13.2,1.2,1.1,0,"very faint, very small, round, brighter middle, 15th magnitude star near","vF, vS, R, bM, * 15 nr"
NGC2663,,,*,,Gxy,E3,ÂÞÅÌ×ù,PYX,8h45m8.3s,8.752305556,-33h47m42s,-33.795,10.6,11.6,1,12.9,3.5,2.4,110,"pretty faint, pretty small, a little extended","pF, pS, lE"
NGC2664,,,*,,OCL,OCL,¾ÞÐ·×ù,CNC,8h47m10.4s,8.786222222,+12h36m13s,12.60361111,,,,,5,,,"a cluster, stars from 9th to 10th magnitude","Cl, st 9¡­10"
NGC2665,,,*,,Gxy,SBa,³¤Éß×ù,HYA,8h46m0.8s,8.766888889,-19h18m12s,-19.30333333,12.2,12.9,0.7,13.3,2,1.5,144,"faint, small, round, gradually brighter middle and nucleus","F, S, R, gbMN"
NGC2666,,,*,,OCL,OCL,ÌìÃ¨×ù,LYN,8h49m47.3s,8.829805556,+44h42m16s,44.70444444,,,,,,,,"a cluster, a little compressed","Cl, lC"
NGC2667,,,*,,Gxy,S?,¾ÞÐ·×ù,CNC,8h48m27.2s,8.807555556,+19h1m11s,19.01972222,14,14.9,0.9,12.3,0.8,0.3,78,extremely faint,eF
NGC2668,,,*,,Gxy,SBab,ÌìÃ¨×ù,LYN,8h49m22.5s,8.822916667,+36h42m39s,36.71083333,13.8,14.6,0.8,14,1.5,0.9,155,"very faint, very small, round, mottled but not resolved","vF, vS, R, r"
NGC2669,,,*,,OCL,II3p,´¬·«×ù,VEL,8h46m19s,8.771944444,-52h56m6s,-52.935,6.1,,,,14,,,"a cluster, large, poor, a little compressed, stars from 10th to 13th magnitude","Cl, L, P, lC, st 10¡­13"
NGC2670,,,*,,OCL,II2p,´¬·«×ù,VEL,8h45m30s,8.758333333,-48h47m30s,-48.79166667,7.8,,,,7,,,"a cluster, pretty large, poor, a little compressed, stars from 13th magnitude","Cl, pL, P, lC, st 13¡­"
NGC2671,,,*,,OCL,I3p,´¬·«×ù,VEL,8h46m12s,8.77,-41h52m38s,-41.87722222,11.6,,,,5,,,"a cluster, pretty rich, a little compressed middle, stars from 12th to 13th magnitude","Cl, pRi, lCM, st 12¡­13"
NGC2672,,,*,,Gxy,E1,¾ÞÐ·×ù,CNC,8h49m21.8s,8.822722222,+19h4m28s,19.07444444,11.7,12.7,1,14,3,2.8,117,"pretty bright, pretty large, irregularly round, much brighter middle","pB, pL, iR, mbM"
NGC2673,,,*,,Gxy,E0,¾ÞÐ·×ù,CNC,8h49m24.1s,8.823361111,+19h4m29s,19.07472222,13.5,14.5,1,13.9,1.2,1.2,,"pretty bright, pretty large, irregularly round, much brighter middle","vF, vS, close f h 526"
NGC2674,,,*,,Gxy,Sa,³¤Éß×ù,HYA,8h49m13.2s,8.820333333,-14h17m37s,-14.29361111,14.9,15.8,0.9,12.9,0.6,0.3,65,"extremely faint, small, nebulous?","eF, S, neb ?"
NGC2675,,,*,,Gxy,E3,´óÐÜ×ù,UMA,8h52m5s,8.868055556,+53h37m2s,53.61722222,13.3,14.3,1,13.8,1.5,1.1,80,"very faint, rich, 15th magnitude star 12 seconds of time to west","vF, R, * 15 p 12s"
NGC2676,,,*,,Gxy,S0,´óÐÜ×ù,UMA,8h51m35.6s,8.859888889,+47h33m30s,47.55833333,13.4,14.4,1,13.7,1.2,1.2,,"most extremely faint, pretty small, round, 4 pretty bright stars to northeast","eeF, pS, R, 4 pB st nf"
NGC2677,,,*,,Gxy,S?,¾ÞÐ·×ù,CNC,8h50m1.3s,8.833694444,+19h0m37s,19.01027778,14.6,15.5,0.9,12.6,0.6,0.3,171,"extremely faint, very small, partially resolved (some stars seen), (very small cluster)","eF, vS, rr (vS Cl)"
NGC2678,,,*,,OCL,OCL,¾ÞÐ·×ù,CNC,8h50m2.7s,8.834083333,+11h20m19s,11.33861111,,,,,10,2.5,,"a cluster, very little compressed, poor","Cl, vlC, P"
NGC2679,,,*,,Gxy,SB0,¾ÞÐ·×ù,CNC,8h51m32.9s,8.859138889,+30h51m54s,30.865,12.6,13.6,1,13.3,1.6,1.3,3,"pretty faint, pretty small, round, brighter middle, a double nebula with NGC 2680","pF, pS, R, bM, D neb"
NGC2680,,,*,,Star(s),*2,¾ÞÐ·×ù,CNC,8h51m33.6s,8.859333333,+30h51m57s,30.86583333,14.5,15.5,1,10.9,,,,"very faint, very small, round, brighter middle, a double nebula with NGC 2679","vF, vS, R, bM, D neb"
NGC2681,,,*,,Gxy,SB0-a,´óÐÜ×ù,UMA,8h53m32.5s,8.892361111,+51h18m47s,51.31305556,10.3,11.1,0.8,12.9,3.6,3.3,36,"very bright, very large, very gradaully then very suddenly much brighter middle equal to 10th magnitude star","vB, vL, vg, vsmbM * 10"
NGC2682,,,*,½ðÑÛÐÇÍÅ,OCL,II2m,¾ÞÐ·×ù,CNC,8h51m18s,8.855,+11h49m0s,11.81666667,6.9,,,,25,,,"a remarkble object, a cluster, very bright, very large, extremely rich, a little compressed, stars from 10th to 15th magnitude","! Cl, vB, vL, eRi, lC, st 10¡­15"
NGC2683,,,*,UFOÐÇÏµ,Gxy,Sb,ÌìÃ¨×ù,LYN,8h52m41.3s,8.878138889,+33h25m12s,33.42,9.8,10.6,0.8,12.9,9.3,2.1,44,"very bright, very large, very much extended 39¡ã, gradually much brighter middle","vB, vL, vmE 39¡ã, gmbM"
NGC2684,,,*,,Gxy,Sc,´óÐÜ×ù,UMA,8h54m53.8s,8.914944444,+49h9m37s,49.16027778,12.9,13.6,0.7,12.4,0.9,0.7,27,"faint, pretty large, round, gradually brighter middle, 4 small (faint) stars near","F, pL, R, gbM, 4 S st nr"
NGC2685,,,*,ÂÝÐýÐÇÏµ,Gxy,SB0-a,´óÐÜ×ù,UMA,8h55m34.9s,8.926361111,+58h44m5s,58.73472222,11.3,12.1,0.8,13.7,4.6,2.5,38,"pretty faint, round, faint star in centre","pF, R, F * in centre"
NGC2686,A,,*,·Ä´¸ÐÇÏµ,Gxy,C,´óÐÜ×ù,UMA,8h54m58.8s,8.916333333,+49h8m33s,49.1425,14.8,15.8,1,12.6,0.5,0.3,54,"very faint, very small, double or single star close to east","vF, vS, D or * close f"
NGC2687,B,,*,,Gxy,S,´óÐÜ×ù,UMA,8h55m5.8s,8.918277778,+49h9m22s,49.15611111,15.7,16.5,0.8,12.5,0.3,0.2,27,very small,vS
NGC2688,,,*,,Gxy,S0,´óÐÜ×ù,UMA,8h55m11.4s,8.919833333,+49h7m21s,49.1225,15.8,16.8,1,12.6,0.3,0.2,96,"very very faint, small","vvF, S"
NGC2689,,,*,,Gxy,S0,´óÐÜ×ù,UMA,8h55m25.3s,8.923694444,+49h6m55s,49.11527778,16.3,17.3,1,13.1,0.3,0.2,102,"very very faint, small","vvF, S"
NGC2690,,,*,,Gxy,Sab,³¤Éß×ù,HYA,8h52m38s,8.877222222,-2h36m13s,-2.603611111,13.1,13.9,0.8,12.9,1.9,0.5,19,"pretty faint, small, extended","pF, S, E"
NGC2691,,,*,,Gxy,Sa,ÌìÃ¨×ù,LYN,8h54m46.3s,8.912861111,+39h32m21s,39.53916667,13.1,13.9,0.8,13,0.9,0.5,165,"pretty faint, very small, much brighter middle","pF, vS, mbM"
NGC2692,,,*,,Gxy,SBab,´óÐÜ×ù,UMA,8h56m57.8s,8.949388889,+52h3m57s,52.06583333,13.3,14.1,0.8,12.7,1.3,0.5,165,"very faint, small, round, pretty suddenly brighter middle","vF, S, R, psbM"
NGC2693,,,*,,Gxy,E1,´óÐÜ×ù,UMA,8h56m59.4s,8.949833333,+51h20m52s,51.34777778,11.9,12.8,0.9,13.6,2.6,1.8,160,"pretty bright, a little extended, pretty suddenly much brighter middle","pB, lE, psmbM"
NGC2694,,,*,,Gxy,E1,´óÐÜ×ù,UMA,8h56m59.2s,8.949777778,+51h19m57s,51.3325,14.4,15.4,1,14.7,1.2,1.2,,"very faint, very small, 1 arcmin south of h 535","vF, vS, 1' s of h 535"
NGC2695,,,*,,Gxy,S0,³¤Éß×ù,HYA,8h54m27s,8.9075,-3h4m1s,-3.066944444,11.9,12.8,0.9,12.5,1.7,1.2,175,"pretty faint, considerably small, round","pF, cS, R"
NGC2696,,,*,,Gxy,E0,³¤Éß×ù,HYA,8h50m42s,8.845,-5h0m34s,-5.009444444,13.3,14.3,1,13.9,1.3,1.3,,"extremely faint, very small, stellar","eF, vS, stellar"
NGC2697,,,*,,Gxy,S0-a,³¤Éß×ù,HYA,8h54m59.3s,8.916472222,-2h59m16s,-2.987777778,12.3,13.2,0.9,12.8,1.8,1.1,129,"very faint, very small, round","vF, vS, R"
NGC2698,,,*,,Gxy,S0-a,³¤Éß×ù,HYA,8h55m36.4s,8.926777778,-3h11m3s,-3.184166667,12.6,13.5,0.9,12.2,1.5,0.5,96,"very faint, pretty small, round, 9th magnitude star 4 arcmin to northwest","vF, pS, R, * 9 np 4'"
NGC2699,,,*,,Gxy,E1,³¤Éß×ù,HYA,8h55m48.8s,8.930222222,-3h7m38s,-3.127222222,12.6,13.6,1,12.8,1.1,1,45,"very faint, small, round, 15th magnitude to northwest","vF, S, R, * 15 np"
NGC2700,,,*,,Star(s),*,³¤Éß×ù,HYA,8h55m50.6s,8.930722222,-3h6m58s,-3.116111111,,15.2,,,,,,"extremely faint, very small, 1 arcmin north of 1727","eF, vS, 1' n of 1727"
NGC2701,,,*,,Gxy,SBc,´óÐÜ×ù,UMA,8h59m5.5s,8.984861111,+53h46m14s,53.77055556,12.3,12.7,0.4,13.5,2.2,1.6,23,"pretty bright, fan-shaped, 11th magnitude star attached","pB, fan-shaped, * 11 att"
NGC2702,,,*,,Star(s),*,³¤Éß×ù,HYA,8h55m54.6s,8.931833333,-3h3m53s,-3.064722222,,,,,,,,"very faint, very small, 4 arcmin northeast of 1727","vF, vS, 4' nf 1727"
NGC2703,,,*,,Star(s),*2,³¤Éß×ù,HYA,8h55m47.1s,8.92975,-3h18m23s,-3.306388889,,,,,,,,"extremely faint, a little extended, doubtful","eF, lE, doubtful"
NGC2704,,,*,,Gxy,SBab,ÌìÃ¨×ù,LYN,8h56m47.7s,8.946583333,+39h22m57s,39.3825,13.5,14.3,0.8,13.4,1,1,,"very faint, very small","vF, vS"
NGC2705,,,*,,Star(s),*,³¤Éß×ù,HYA,8h56m0s,8.933333333,-3h0m51s,-3.014166667,,,,,,,,"very faint, very small, 3 stars of 14th magnitude to the east and northeast","vF, vS, 3 st 14 f, nf"
NGC2706,,,*,,Gxy,Sbc,³¤Éß×ù,HYA,8h56m12.3s,8.93675,-2h33m48s,-2.563333333,13,13.8,0.8,12.9,1.8,0.6,167,"very faint, pretty small, much extended, star near to east","vF, pS, mE, * nr f"
NGC2707,,,*,,Star(s),*,³¤Éß×ù,HYA,8h56m5.6s,8.934888889,-3h3m57s,-3.065833333,,14.9,,,,,,"extremely faint, small","eF, S"
NGC2708,,,*,,Gxy,Sb,³¤Éß×ù,HYA,8h56m7.9s,8.935527778,-3h21m38s,-3.360555556,12,12.8,0.8,13.2,2.7,1.4,25,"pretty faint, pretty small, extended, 2 stars near","pF, pS, E, 2 st nr"
NGC2709,,,*,,Gxy,S0,³¤Éß×ù,HYA,8h56m12.8s,8.936888889,-3h14m33s,-3.2425,13.7,14.7,1,12.8,0.8,0.6,81,"very faint, pretty small, a little extended, north northeast of II 281","vF, pS, lE, nnf II 281"
NGC2710,,,*,,Gxy,SBb,´óÐÜ×ù,UMA,8h59m48.4s,8.996777778,+55h42m21s,55.70583333,12.9,13.7,0.8,13.5,2,1,125,"very faint, small","vF, S"
NGC2711,,,*,,Gxy,SBbc,¾ÞÐ·×ù,CNC,8h57m23.5s,8.956527778,+17h17m17s,17.28805556,13.7,14.5,0.8,12.9,0.9,0.6,170,"very faint, small, round","vF, S, R"
NGC2712,,,*,,Gxy,SBb,ÌìÃ¨×ù,LYN,8h59m30.6s,8.991833333,+44h54m50s,44.91388889,12.1,12.8,0.7,13.6,2.8,1.5,178,"pretty bright, large, extended, very gradually brighter middle equivalent to 18th magnitude star","pB, L, E, vgbM * 18"
NGC2713,,,*,,Gxy,SBab,³¤Éß×ù,HYA,8h57m20.6s,8.955722222,+2h55m17s,2.921388889,11.8,12.7,0.9,13.5,3.6,1.5,107,"pretty bright, irregularly round, much brighter middle","pB, iR, mbM"
NGC2714,,,*,,Gxy,E0,´¬µ××ù,CAR,8h53m29.8s,8.891611111,-59h13m3s,-59.2175,12.9,13.9,1,13.2,1.1,1.1,,"extremely faint, small, round, pretty suddenly a little brighter middle","eF, S, R, pslbM"
NGC2715,,,*,,Gxy,SBc,Â¹±ª×ù,CAM,9h8m5.9s,9.134972222,+78h5m9s,78.08583333,11.2,11.8,0.6,13.4,4.8,1.6,22,"pretty bright, large, extended","pB, L, E"
NGC2716,,,*,,Gxy,SB0-a,³¤Éß×ù,HYA,8h57m35.8s,8.959944444,+3h5m25s,3.090277778,11.8,12.7,0.9,12,1.3,1,30,"faint, small, round, much brighter middle","F, S, R, mbM"
NGC2717,,,*,,Gxy,E/SB0,ÂÞÅÌ×ù,PYX,8h57m1.1s,8.950305556,-24h40m26s,-24.67388889,12.3,13.4,1.1,13.5,2.1,1.5,11,"pretty faint, small, round, very gradualy pretty much brighter middle","pF, S, R, vgpmbM"
NGC2718,,,*,,Gxy,SBab,³¤Éß×ù,HYA,8h58m50.3s,8.980638889,+6h17m38s,6.293888889,11.8,12.6,0.8,13.3,2.1,2.1,,"faint, pretty large, extended, among 3 stars","F, pL, E, am 3 st"
NGC2719,,,*,,Gxy,Im,ÌìÃ¨×ù,LYN,9h0m15.6s,9.004333333,+35h43m40s,35.72777778,13.1,13.7,0.6,11.9,1.1,0.3,133,"very faint, small, extended 110¡ã, 2 very faint stars involved","vF, S, E 110¡ã, 2 vF st inv"
NGC2720,,,*,,Gxy,E-S0,¾ÞÐ·×ù,CNC,8h59m8s,8.985555556,+11h8m59s,11.14972222,12.8,13.8,1,12.9,1.1,1.1,,"faint, small, round, brighter middle","F, S, R, bM"
NGC2721,,,*,,Gxy,Sbc,³¤Éß×ù,HYA,8h58m56.5s,8.982361111,-4h54m5s,-4.901388889,12.2,13,0.8,13.5,2.4,1.6,153,"considerably faint, pretty large, round, very gradually brighter middle","cF, pL, R, vgbM"
NGC2722,,,*,,Gxy,Sbc,³¤Éß×ù,HYA,8h58m46.1s,8.979472222,-3h42m35s,-3.709722222,12.7,13.5,0.8,13.6,2,1.3,64,"very faint, very small, stellar","vF, vS, stellar"
NGC2723,,,*,,Gxy,S0,³¤Éß×ù,HYA,9h0m14.3s,9.003972222,+3h10m42s,3.178333333,13.2,14.2,1,12.6,0.8,0.8,,"faint, small, round","F, S, R"
NGC2724,,,*,,Gxy,SBc,ÌìÃ¨×ù,LYN,9h1m1.8s,9.017166667,+35h45m45s,35.7625,13.6,14.3,0.7,14.5,1.8,1.6,2,"extremely faint, small, stellar","eF, S, stellar"
NGC2725,,,*,,Gxy,P,¾ÞÐ·×ù,CNC,9h1m3.2s,9.017555556,+11h5m51s,11.0975,13.5,14.5,1,12.4,0.7,0.6,54,"faint, pretty large, preceding (western) of 2","F, pL, p of 2"
NGC2726,,,*,,Gxy,Sa,´óÐÜ×ù,UMA,9h4m56.8s,9.082444444,+59h56m0s,59.93333333,12.5,13.4,0.9,12.1,1.6,0.5,87,"considerably faint, pretty small, irregularly round, extremely mottled but not resolved","cF, pS, iR, er"
NGC2727,,,*,,Dup,Sb,³¤Éß×ù,HYA,8h56m7.9s,8.935527778,-3h21m38s,-3.360555556,12,12.8,0.8,13.2,2.7,1.4,25,"pretty faint, pretty small, extended, 2 stars near","vF, L, R, bM"
NGC2728,,,*,,Gxy,Sb,¾ÞÐ·×ù,CNC,9h1m40.9s,9.028027778,+11h5m1s,11.08361111,13.6,14.4,0.8,13.4,1.1,0.8,60,"very faint, pretty large, a little extended, eastern of 2","vF, pL, lE, f of 2"
NGC2729,,,*,,Gxy,S0,³¤Éß×ù,HYA,9h1m28.6s,9.024611111,+3h43m16s,3.721111111,13.4,14.3,0.9,12.3,0.8,0.5,6,"very faint, very small, round","vF, vS, R"
NGC2730,,,*,,Gxy,SBdm,¾ÞÐ·×ù,CNC,9h2m15.8s,9.037722222,+16h50m18s,16.83833333,13,13.6,0.6,13.7,1.7,1.3,80,"very faint, large, round","vF, L, R"
NGC2731,,,*,,Gxy,Sc,¾ÞÐ·×ù,CNC,9h2m8.2s,9.035611111,+8h18m2s,8.300555556,13.7,14.4,0.7,12.6,0.8,0.5,70,"faint, very small, round","F, vS, R"
NGC2732,,,*,,Gxy,S0,Â¹±ª×ù,CAM,9h13m25s,9.223611111,+79h11m16s,79.18777778,11.9,12.9,1,12.3,2.1,0.9,67,"pretty bright, small, extended 45¡ã, 13th magnitude star to northeast","pB, S, E 45¡ã, * 13 nf"
NGC2733,,,*,,Dup,Sbc,³¤Éß×ù,HYA,8h58m46.1s,8.979472222,-3h42m35s,-3.709722222,12.7,13.5,0.8,13.6,2,1.3,64,"very faint, very small, stellar","eF, R"
NGC2734,,,*,,Gxy,E2,¾ÞÐ·×ù,CNC,9h3m1.5s,9.050416667,+16h51m51s,16.86416667,15.5,16.5,1,14.3,0.6,0.5,84,"extremely faint, very small, round","eF, vS, R"
NGC2735,,,*,,Gxy,SBb/P,¾ÞÐ·×ù,CNC,9h2m38.5s,9.044027778,+25h56m5s,25.93472222,13.3,14.1,0.8,12.5,1.2,0.4,94,"a small (faint) star involved in very faint, very small nebula, extended east-west","S * inv in vF, vS neb, E pf"
NGC2736,,,*,Ç¦±ÊÐÇÔÆ,Nb,SNR,´¬·«×ù,VEL,9h0m17s,9.004722222,-45h56m53s,-45.94805556,,,,,20,2,,"a remarkable object, most extremely faint, very large, very very much extended 19¡ã","! eeF, vL, vvmE 19¡ã"
NGC2737,,,*,,Gxy,Sab,¾ÞÐ·×ù,CNC,9h3m59.6s,9.066555556,+21h54m23s,21.90638889,14.1,14.9,0.8,12.8,0.9,0.4,61,"very faint, very small, part of a double nebula with the following entry","vF, vS, D neb"
NGC2738,,,*,,Gxy,Sc,¾ÞÐ·×ù,CNC,9h4m0.5s,9.066805556,+21h58m6s,21.96833333,13.1,13.8,0.7,12.8,1.4,0.6,55,"pretty bright, small, irregular figure, part of a double nebula with the preceding entry","pB, S, iF, D neb"
NGC2739,,,*,,Gxy,Sab,´óÐÜ×ù,UMA,9h6m2.7s,9.10075,+51h44m40s,51.74444444,14.7,15.5,0.8,12.7,0.9,0.2,96,"very faint, small, round, northwest of h 549","vF, S, R, np h 549"
NGC2740,,,*,,Gxy,Sab,´óÐÜ×ù,UMA,9h6m5s,9.101388889,+51h44m8s,51.73555556,14,14.8,0.8,13.4,1,0.9,45,"very faint, pretty small, round","vF, pS, R"
NGC2741,,,*,,Gxy,S0,¾ÞÐ·×ù,CNC,9h3m16.5s,9.054583333,+18h15m38s,18.26055556,15,16,1,12.1,0.4,0.2,80,"very faint, western of 2","vF, p of 2"
NGC2742,,,*,,Gxy,Sc,´óÐÜ×ù,UMA,9h7m33.2s,9.125888889,+60h28m46s,60.47944444,11.4,12,0.6,13,3,1.5,87,"considerably bright, considerably large, extended 90¡ã, extremely mottled but not resolved","cB, cL, E 90¡ã, er"
NGC2743,,,*,,Gxy,Sd,¾ÞÐ·×ù,CNC,9h4m54s,9.081666667,+25h0m15s,25.00416667,13.6,14.2,0.6,13.4,1.1,0.8,105,"extremely faint, small, round, very little brighter middle","eF, S, R, vlbM"
NGC2744,,,*,,Gxy,SBb/P,¾ÞÐ·×ù,CNC,9h4m39.1s,9.077527778,+18h27m51s,18.46416667,13.5,13.9,0.4,13.9,1.6,1.2,120,"very faint, small, round, mottled but not resolved, double star near","vF, S, R, r, D * nr"
NGC2745,,,*,,Gxy,S0,¾ÞÐ·×ù,CNC,9h4m39.3s,9.077583333,+18h15m28s,18.25777778,14.6,15.6,1,12.1,0.4,0.2,0,"extremely faint, very small, stellar, eastern of 2","eF, vS, stell, f of 2"
NGC2746,,,*,,Gxy,SBa,ÌìÃ¨×ù,LYN,9h5m59.5s,9.099861111,+35h22m38s,35.37722222,13.1,14,0.9,13.9,1.6,1.5,123,"extremely faint, small, round, very gradually a little brighter middle, 12th magnitude star 50 arcsec to north northwest","eF, S, R, vglbM, * 12 nnp 50"""
NGC2747,,,*,,Gxy,S,¾ÞÐ·×ù,CNC,9h5m18.3s,9.088416667,+18h26m34s,18.44277778,14.5,15.3,0.8,11.6,0.4,0.2,170,"very faint, very small, stellar","vF, vS, stellar"
NGC2748,,,*,,Gxy,Sbc,Â¹±ª×ù,CAM,9h13m43s,9.228611111,+76h28m33s,76.47583333,11.7,12.4,0.7,12.9,3.1,1.1,38,"pretty bright, pretty large, extended, very gradually a little brighter middle","pB, pL, E, vglbM"
NGC2749,,,*,,Gxy,E3,¾ÞÐ·×ù,CNC,9h5m21.3s,9.08925,+18h18m49s,18.31361111,11.8,12.7,0.9,12.8,1.7,1.4,69,"pretty faint, small, round, brighter middle and nucleus equal to 15th magnitude star","pF, S, R, bMN = * 15"
NGC2750,,,*,,Gxy,Sc,¾ÞÐ·×ù,CNC,9h5m48s,9.096666667,+25h26m15s,25.4375,11.9,12.6,0.7,13.3,2.2,1.9,81,"very faint, considerably large, brighter middle and nucleus, 2 considerable stars to west","vF, cL, R, bMN, 2 c st p"
NGC2751,,,*,,Gxy,Sbc,¾ÞÐ·×ù,CNC,9h5m32.4s,9.092333333,+18h15m43s,18.26194444,14.3,15.1,0.8,13.5,0.8,0.7,141,"extremely faint, extremely small, stellar","eF, eS, stellar"
NGC2752,,,*,,Gxy,SBb,¾ÞÐ·×ù,CNC,9h5m42.9s,9.09525,+18h20m23s,18.33972222,13.7,14.5,0.8,13.3,1.8,0.4,58,"pretty faint, pretty large, very much extended, gradually brighter middle","pF, pL, vmE, gbM"
NGC2753,,2,*,,Gxy,E0,¾ÞÐ·×ù,CNC,9h7m8.5s,9.119027778,+25h20m39s,25.34416667,14,15,1,11.5,0.3,0.3,,"very faint, very small, 14th magnitude star 40 arcsec to northwest","vF, vS, * 14 np 40"""
NGC2754,,,*,,Gxy,S0/P,³¤Éß×ù,HYA,9h5m11.2s,9.086444444,-19h5m5s,-19.08472222,14.1,15.1,1,12.7,0.8,0.5,163,"extremely faint, small, round, 1st of 3","eF, S, R, 1st of 3"
NGC2755,,,*,,Gxy,Sb,ÌìÃ¨×ù,LYN,9h7m58.3s,9.132861111,+41h42m31s,41.70861111,13.3,14.1,0.8,13.1,1.2,0.8,130,"very faint, small, irregular figure, a little brighter middle, mottled but not resolved","vF, S, iF, lbM, r"
NGC2756,,,*,,Gxy,Sb,´óÐÜ×ù,UMA,9h9m0.9s,9.15025,+53h50m55s,53.84861111,12.4,13.2,0.8,13,1.7,1.2,0,"pretty bright, pretty small, extended, very gradually brighter middle","pB, pS, E, vgbM"
NGC2757,,,*,,Star(s),*2,³¤Éß×ù,HYA,9h5m23.4s,9.089833333,-19h2m5s,-19.03472222,,,,,,,,"extremely faint, 2nd of 3, perhaps a star","eF, 2nd of 3, ? *"
NGC2758,,,*,,Gxy,Sc,³¤Éß×ù,HYA,9h5m31.1s,9.091972222,-19h2m34s,-19.04277778,13.4,14.1,0.7,13.2,1.9,0.5,19,"extremely faint, small, extended 0¡ã, 3rd of 3","eF, S, E 0¡ã, 3rd of 3"
NGC2759,,,*,,Gxy,E-S0,ÌìÃ¨×ù,LYN,9h8m37.2s,9.143666667,+37h37m17s,37.62138889,13,14,1,12.6,1,0.7,50,"very faint, considerably small, round","vF, cS, R"
NGC2760,,,*,,NF,NF,Â¹±ª×ù,CAM,9h15m41.9s,9.261638889,+76h22m57s,76.3825,,,,,,,,"very faint, small, round, nearly between stars of 8th and 9th magnitude","vF, S, R, nearly bet * 8 & * 9"
NGC2761,,,*,,Gxy,S?,¾ÞÐ·×ù,CNC,9h7m30.7s,9.125194444,+18h26m6s,18.435,14.3,15.2,0.9,12.6,0.6,0.4,165,"very faint, small","vF, S"
NGC2762,,,*,,Gxy,S,´óÐÜ×ù,UMA,9h9m54.4s,9.165111111,+50h25m6s,50.41833333,15,15.8,0.8,12.1,0.3,0.2,10,"very very faint, small, round, 1st of 4","vvF, S, R, 1st of 4"
NGC2763,,,*,,Gxy,SBc,³¤Éß×ù,HYA,9h6m49s,9.113611111,-15h29m57s,-15.49916667,12,12.6,0.6,13.5,2.3,2,120,"very faint, pretty small, brighter middle, small (faint) star 30 arcsec to north","vF, pS, bM, S * 30"" n"
NGC2764,,,*,,Gxy,S0,¾ÞÐ·×ù,CNC,9h8m17.4s,9.138166667,+21h26m35s,21.44305556,12.9,13.6,0.7,13.1,1.5,1,15,"considerably faint, very small, round, extremely mottled but not resolved, between 2 pretty bright stars","cF, vS, R, er, bet 2 pB st"
NGC2765,,,*,,Gxy,S0,³¤Éß×ù,HYA,9h7m36.5s,9.126805556,+3h23m34s,3.392777778,12.1,13.1,1,12.8,2.1,1.1,107,"very faint, pretty large, extended, gradually brighter middle, extremely mottled but not resolved","vF, pL, E, gbM, er"
NGC2766,,,*,,Gxy,Sab,¾ÞÐ·×ù,CNC,9h8m47.4s,9.1465,+29h51m55s,29.86527778,13.6,14.4,0.8,13,1.4,0.5,132,"very faint, very small, irregular figure, brighter middle","vF, vS, iF, bM"
NGC2767,,,*,,Gxy,S,´óÐÜ×ù,UMA,9h10m11.8s,9.169944444,+50h24m7s,50.40194444,13.8,14.6,0.8,13.1,0.9,0.7,170,"very faint, suddenly brighter middle equal to 15th magnitude star, 2nd of 4","vF, sbM * 15, 2nd of 4"
NGC2768,,,*,,Gxy,E6,´óÐÜ×ù,UMA,9h11m37.4s,9.193722222,+60h2m11s,60.03638889,9.9,10.8,0.9,13.7,6.4,3,95,"considerably bright, considerably large, a little extended, pretty suddenly brighter middle and large bright nucleus","cB, cL, lE, psbMLBN"
NGC2769,,,*,NGC 2769ÐÇÏµÈº,Gxy,Sa,´óÐÜ×ù,UMA,9h10m32.3s,9.175638889,+50h26m1s,50.43361111,13,13.9,0.9,12.5,1.8,0.4,146,"pretty faint, small, extended, pretty suddenly a little brighter middle, 3rd of 4","pF, S, E, pslbM, 3rd of 4"
NGC2770,,,*,³¬ÐÂÐÇ¹¤³§ÐÇÏµ,Gxy,Sc,ÌìÃ¨×ù,LYN,9h9m33.5s,9.159305556,+33h7m27s,33.12416667,12.2,12.8,0.6,13.7,3.7,1.1,148,"faint, large, much extended 150¡ã, mottled but not resolved, 2 stars to north","F, L, mE 150¡ã, r, 2 st n"
NGC2771,,,*,,Gxy,SBab,´óÐÜ×ù,UMA,9h10m39.7s,9.177694444,+50h22m45s,50.37916667,12.7,13.5,0.8,14.1,2.3,1.9,137,"very faint, small, a little extended, 4th of 4","vF, S, lE, 4th of 4"
NGC2772,,,*,,Gxy,Sb,ÂÞÅÌ×ù,PYX,9h7m41.8s,9.128277778,-23h37m10s,-23.61944444,13,13.8,0.8,12.3,1.5,0.5,170,"extremely faint, a little extended, a little brighter middle","eF, lE, lbM"
NGC2773,,,*,,Gxy,S?,¾ÞÐ·×ù,CNC,9h9m44.1s,9.16225,+7h10m27s,7.174166667,14.1,15,0.9,12.3,0.7,0.3,83,"very faint, small, a little extended","vF, S, lE"
